Year,Meat,Crops,Diversity,Timber,Carbon ,Urban,Recreation
2048,1023053.2,2400922.533,14642.33333,95131.93333,22409566.33,61.6,3837.666667
2049,1022007.6,2400858.267,14647.16667,95793.96667,22465561.67,62.8,3846.833333
2050,1020962,2400794,14652,96456,22521557,64,3856
2051,1009957.367,2386501.733,14629.8,96431.63333,22553099.17,64,3912.7
2052,998952.7333,2372209.467,14607.6,96407.26667,22584641.33,64,3969.4
2053,987948.1,2357917.2,14585.4,96382.9,22616183.5,64,4026.1
2054,976943.4667,2343624.933,14563.2,96358.53333,22647725.67,64,4082.8
2055,965938.8333,2329332.667,14541,96334.16667,22679267.83,64,4139.5
2056,954934.2,2315040.4,14518.8,96309.8,22710810,64,4196.2
2057,943929.5667,2300748.133,14496.6,96285.43333,22742352.17,64,4252.9
2058,932924.9333,2286455.867,14474.4,96261.06667,22773894.33,64,4309.6
2059,921920.3,2272163.6,14452.2,96236.7,22805436.5,64,4366.3
2060,910915.6667,2257871.333,14430,96212.33333,22836978.67,64,4423
2061,899911.0333,2243579.067,14407.8,96187.96667,22868520.83,64,4479.7
2062,888906.4,2229286.8,14385.6,96163.6,22900063,64,4536.4
2063,877901.7667,2214994.533,14363.4,96139.23333,22931605.17,64,4593.1
2064,866897.1333,2200702.267,14341.2,96114.86667,22963147.33,64,4649.8
2065,855892.5,2186410,14319,96090.5,22994689.5,64,4706.5
2066,844887.8667,2172117.733,14296.8,96066.13333,23026231.67,64,4763.2
2067,833883.2333,2157825.467,14274.6,96041.76667,23057773.83,64,4819.9
2068,822878.6,2143533.2,14252.4,96017.4,23089316,64,4876.6
2069,811873.9667,2129240.933,14230.2,95993.03333,23120858.17,64,4933.3
2070,800869.3333,2114948.667,14208,95968.66667,23152400.33,64,4990
2071,789864.7,2100656.4,14185.8,95944.3,23183942.5,64,5046.7
2072,778860.0667,2086364.133,14163.6,95919.93333,23215484.67,64,5103.4
2073,767855.4333,2072071.867,14141.4,95895.56667,23247026.83,64,5160.1
2074,756850.8,2057779.6,14119.2,95871.2,23278569,64,5216.8
2075,745846.1667,2043487.333,14097,95846.83333,23310111.17,64,5273.5
2076,734841.5333,2029195.067,14074.8,95822.46667,23341653.33,64,5330.2
2077,723836.9,2014902.8,14052.6,95798.1,23373195.5,64,5386.9
2078,712832.2667,2000610.533,14030.4,95773.73333,23404737.67,64,5443.6
2079,701827.6333,1986318.267,14008.2,95749.36667,23436279.83,64,5500.3
2080,690823,1972026,13986,95725,23467822,64,5557
2081,679818.3667,1957733.733,13963.8,95700.63333,23499364.17,64,5613.7
2082,668813.7333,1943441.467,13941.6,95676.26667,23530906.33,64,5670.4
2083,657809.1,1929149.2,13919.4,95651.9,23562448.5,64,5727.1
2084,646804.4667,1914856.933,13897.2,95627.53333,23593990.67,64,5783.8
2085,635799.8333,1900564.667,13875,95603.16667,23625532.83,64,5840.5
2086,624795.2,1886272.4,13852.8,95578.8,23657075,64,5897.2
2087,613790.5667,1871980.133,13830.6,95554.43333,23688617.17,64,5953.9
2088,602785.9333,1857687.867,13808.4,95530.06667,23720159.33,64,6010.6
2089,591781.3,1843395.6,13786.2,95505.7,23751701.5,64,6067.3
2090,580776.6667,1829103.333,13764,95481.33333,23783243.67,64,6124
2091,569772.0333,1814811.067,13741.8,95456.96667,23814785.83,64,6180.7
2092,558767.4,1800518.8,13719.6,95432.6,23846328,64,6237.4
2093,547762.7667,1786226.533,13697.4,95408.23333,23877870.17,64,6294.1
2094,536758.1333,1771934.267,13675.2,95383.86667,23909412.33,64,6350.8
2095,525753.5,1757642,13653,95359.5,23940954.5,64,6407.5
2096,514748.8667,1743349.733,13630.8,95335.13333,23972496.67,64,6464.2
2097,503744.2333,1729057.467,13608.6,95310.76667,24004038.83,64,6520.9
2098,492739.6,1714765.2,13586.4,95286.4,24035581,64,6577.6
2099,481734.9667,1700472.933,13564.2,95262.03333,24067123.17,64,6634.3
2100,470730.3333,1686180.667,13542,95237.66667,24098665.33,64,6691
